//Starting Mana
P3CONST_SHIELD_NUM_PEOPLE = 6

//Training Mana
P3CONST_HUMAN_TRAIN_MANA_WARR = 3500
P3CONST_HUMAN_TRAIN_MANA_SPY = 4000
P3CONST_HUMAN_TRAIN_MANA_PREACH = 3500
P3CONST_HUMAN_TRAIN_MANA_SWARR = 4000
P3CONST_CP_TRAIN_MANA_WARR = 1000
P3CONST_CP_TRAIN_MANA_SPY = 1000
P3CONST_CP_TRAIN_MANA_PREACH = 1000
P3CONST_CP_TRAIN_MANA_SWARR = 1000
P3CONST_TRAIN_MANA_BAND_00_03 = 100
P3CONST_TRAIN_MANA_BAND_04_07 = 125
P3CONST_TRAIN_MANA_BAND_08_11 = 150
P3CONST_TRAIN_MANA_BAND_12_15 = 175
P3CONST_TRAIN_MANA_BAND_16_20 = 200
P3CONST_TRAIN_MANA_BAND_21+ = 250

//Units Speed
P3CONST_BRAVE_SPEED = 70
P3CONST_WARRIOR_SPEED = 59
P3CONST_RELIGIOUS_SPEED = 58
P3CONST_SPY_SPEED = 66
P3CONST_SUPER_WARRIOR_SPEED = 55
P3CONST_MEDICINE_MAN_SPEED = 58

//Angel Of Death Params
P3CONST_AOD_KILL_COUNT = 40
P3CONST_AOD_DURATION = 2500
P3CONST_LIFE_AOD = 10000

//Bloodlust Params
P3CONST_BLOODLUST_COUNT_X8 = 180
P3CONST_BLOODLUST_NUM_PEOPLE = 6
P3CONST_BLOODLUST_DAMAGE_X = 3
P3CONST_BLOODLUST_HEALTH_X = 3
P3CONST_BLOODLUST_SW_BLAST_X = 3

//Spell Optimum Income
P3CONST_SPELL_AOD_OPT_S = 300
P3CONST_SPELL_VOLCANO_OPT_S = 300
P3CONST_SPELL_CONVERT_WILD_OPT_S = 300
P3CONST_SPELL_HYPNO_OPT_S = 240
P3CONST_SPELL_EROSION_OPT_S = 240
P3CONST_SPELL_QUAKE_OPT_S = 240
P3CONST_SPELL_FLATTEN_OPT_S = 240
P3CONST_SPELL_BOLT_OPT_S = 180
P3CONST_SPELL_WWIND_OPT_S = 180
P3CONST_SPELL_FIREST_OPT_S = 180
P3CONST_SPELL_SWAMP_OPT_S = 180
P3CONST_SPELL_LBRIDGE_OPT_S = 180
P3CONST_SPELL_PLAGUE_OPT_S = 45
P3CONST_SPELL_INVIS_OPT_S = 120
P3CONST_SPELL_SHIELD_OPT_S = 120
P3CONST_SPELL_BLOODLUST_OPT_S = 120
P3CONST_SPELL_TELEPORT_OPT_S = 120
P3CONST_SPELL_BLAST_OPT_S = 30
P3CONST_SPELL_GARMY_OPT_S = 60
P3CONST_SPELL_ARMAGEDDON_OPT_S = 60

//Vehicle Params
P3CONST_VEHICLE_LIFE_BOAT = 5000
P3CONST_VEHICLE_LIFE_BALLOON = 5000

//Building Maximum Builders
P3CONST_BLDG_MAX_BUILD_TEEPEE1 = 6
P3CONST_BLDG_MAX_BUILD_TEEPEE2 = 8
P3CONST_BLDG_MAX_BUILD_TEEPEE3 = 10
P3CONST_BLDG_MAX_BUILD_TEMPLE = 20
P3CONST_BLDG_MAX_BUILD_SPY = 16
P3CONST_BLDG_MAX_BUILD_WARR = 16
P3CONST_BLDG_MAX_BUILD_SWARR = 16
P3CONST_BLDG_MAX_BUILD_BOAT = 16
P3CONST_BLDG_MAX_BUILD_BALLOON = 16
P3CONST_BLDG_MAX_BUILD_DTOWER = 12

//Forge World
P3CONST_LSME_1_OFF_MAX_EROSION = 5
P3CONST_LSME_1_OFF_MAX_LBRIDGE = 5
P3CONST_LSME_1_OFF_MAX_FLATTEN = 5
P3CONST_LSME_1_OFF_MAX_HILL = 5
P3CONST_LSME_1_OFF_MAX_VALLEY = 5
P3CONST_LSME_1_OFF_MAX_RISE = 5
P3CONST_LSME_1_OFF_MAX_DIP = 5
P3CONST_LSME_1_OFF_MAX_TREES = 5
P3CONST_LSME_1_OFF_MAX_WILDS = 5
P3CONST_LSME_TREES_PER_SHOT = 3
P3CONST_LSME_WILDS_PER_SHOT = 5

//Misc Things
P3CONST_MULTIPLE_SELECT_NUM = 5
P3CONST_DME_RESTORE_TIME = 6000
P3CONST_TRIGGER_REACTIVATE_TIME = 768
P3CONST_HUMAN_REINC_START_DELAY = 0
P3CONST_LSME_DURATION_SECS = 120
